"StateCode","Limit_From","Limit_ToLessThan","ConstructionCode","Factor_From","Factor_ToLessThan",
"CW",4750000,5000000,4,0.478,0.472
"CW",4750000,5000000,5,0.478,0.472
"CW",4750000,5000000,6,0.478,0.472
"CW",5000000,5500000,1,0.595,0.585
"CW",5000000,5500000,2,0.595,0.585
"CW",5000000,5500000,3,0.595,0.585
"CW",5000000,5500000,4,0.472,0.461
"CW",5000000,5500000,5,0.472,0.461
"CW",5000000,5500000,6,0.472,0.461
"CW",5500000,6000000,1,0.585,0.576
"CW",5500000,6000000,2,0.585,0.576
"CW",5500000,6000000,3,0.585,0.576
"CW",5500000,6000000,4,0.461,0.451
"CW",5500000,6000000,5,0.461,0.451
"CW",5500000,6000000,6,0.461,0.451
"CW",6000000,6500000,1,0.576,0.569
"CW",6000000,6500000,2,0.576,0.569
"CW",6000000,6500000,3,0.576,0.569
"CW",6000000,6500000,4,0.451,0.442
"CW",6000000,6500000,5,0.451,0.442
"CW",6000000,6500000,6,0.451,0.442
"CW",6500000,7000000,1,0.569,0.561
"CW",6500000,7000000,2,0.569,0.561
"CW",6500000,7000000,3,0.569,0.561
"CW",6500000,7000000,4,0.442,0.434
"CW",6500000,7000000,5,0.442,0.434
"CW",6500000,7000000,6,0.442,0.434
"CW",7000000,7500000,1,0.561,0.555
"CW",7000000,7500000,2,0.561,0.555
"CW",7000000,7500000,3,0.561,0.555
"CW",7000000,7500000,4,0.434,0.426
"CW",7000000,7500000,5,0.434,0.426
"CW",7000000,7500000,6,0.434,0.426
"CW",7500000,8000000,1,0.555,0.548
"CW",7500000,8000000,2,0.555,0.548
"CW",7500000,8000000,3,0.555,0.548
"CW",7500000,8000000,4,0.426,0.419
"CW",7500000,8000000,5,0.426,0.419
"CW",7500000,8000000,6,0.426,0.419
"CW",8000000,8500000,1,0.548,0.543
"CW",8000000,8500000,2,0.548,0.543
"CW",8000000,8500000,3,0.548,0.543
"CW",8000000,8500000,4,0.419,0.413
"CW",8000000,8500000,5,0.419,0.413
"CW",8000000,8500000,6,0.419,0.413
"CW",8500000,9000000,1,0.543,0.537
"CW",8500000,9000000,2,0.543,0.537
"CW",8500000,9000000,3,0.543,0.537
"CW",8500000,9000000,4,0.413,0.407
"CW",8500000,9000000,5,0.413,0.407
"CW",8500000,9000000,6,0.413,0.407
"CW",9000000,9500000,1,0.537,0.532
"CW",9000000,9500000,2,0.537,0.532
"CW",9000000,9500000,3,0.537,0.532
"CW",9000000,9500000,4,0.407,0.402
"CW",9000000,9500000,5,0.407,0.402
"CW",9000000,9500000,6,0.407,0.402
"CW",9500000,10000000,1,0.532,0.528
"CW",9500000,10000000,2,0.532,0.528
"CW",9500000,10000000,3,0.532,0.528
"CW",9500000,10000000,4,0.402,0.397
"CW",9500000,10000000,5,0.402,0.397
"CW",9500000,10000000,6,0.402,0.397
"CW",10000000,999999999,1,0.528,0.528
"CW",10000000,999999999,2,0.528,0.528
"CW",10000000,999999999,3,0.528,0.528
"CW",10000000,999999999,4,0.397,0.397
"CW",10000000,999999999,5,0.397,0.397
"CW",10000000,999999999,6,0.397,0.397
"CW",999999999,2147483647,1,0.528,0.528
"CW",999999999,2147483647,2,0.528,0.528
"CW",999999999,2147483647,3,0.528,0.528
"CW",999999999,2147483647,4,0.397,0.397
"CW",999999999,2147483647,5,0.397,0.397
"CW",999999999,2147483647,6,0.397,0.397
